year,quarter,domain,technology,region,demand_index,median_salary,hiring_velocity,attrition_rate_est,remote_ratio
2024,1,Energy,Azure,NA,53.44,196768.82,0.536,0.175,0.4
2024,1,Energy,Azure,EU,38.58,149735.92,0.721,0.163,0.377
2024,1,Energy,Azure,APAC,31.73,113170.73,0.575,0.181,0.416
2024,1,Energy,Azure,India,21.73,79187.24,0.571,0.12,0.437
2024,1,Energy,Azure,,29.15,115698.55,0.542,0.128,0.325
2024,1,Energy,React,NA,49.14,170173.61,0.763,0.185,0.406
2024,1,Energy,React,EU,34.74,133455.34,0.605,0.174,0.421
2024,1,Energy,React,APAC,28.73,102593.26,0.537,0.155,0.377
2024,1,Energy,React,India,21.4,67825.81,0.538,0.141,0.464
2024,1,Energy,React,,26.68,101381.51,0.749,0.13,0.417
2024,1,Energy,DevOps,NA,45.96,249633.34,0.797,0.139,0.487
2024,1,Energy,DevOps,EU,33.63,187104.89,0.539,0.182,0.426
2024,1,Energy,DevOps,APAC,25.05,144030.46,0.756,0.126,0.403
2024,1,Energy,DevOps,India,19.92,100677.35,0.8,0.15,0.342
2024,1,Energy,DevOps,,25.28,147932.22,0.762,0.142,0.455
2024,1,Energy,DataSci,NA,50.11,168031.97,0.538,0.188,0.496
2024,1,Energy,DataSci,EU,36.94,129809.95,0.663,0.15,0.414
2024,1,Energy,DataSci,APAC,30.7,96658.64,0.529,0.147,0.353
2024,1,Energy,DataSci,India,21.68,69162.25,0.554,0.155,0.335
2024,1,Energy,DataSci,,30.87,99190.93,0.598,0.153,0.508
2024,1,Energy,MLE,NA,49.31,218462.53,0.586,0.166,0.345
2024,1,Energy,MLE,EU,38.31,166296.74,0.595,0.155,0.372
2024,1,Energy,MLE,APAC,31.42,127581.53,0.627,0.151,0.459
2024,1,Energy,MLE,India,18.91,90856.48,0.533,0.128,0.494
2024,1,Energy,MLE,,27.91,132507.98,0.799,0.128,0.321
2024,1,Energy,QA-Automation,NA,29.06,153452.24,0.676,0.147,0.39
2024,1,Energy,QA-Automation,EU,24.68,119680.9,0.565,0.152,0.341
2024,1,Energy,QA-Automation,APAC,15.72,93117.03,0.556,0.134,0.312
2024,1,Energy,QA-Automation,India,14.1,61372.36,0.587,0.162,0.489
2024,1,Energy,QA-Automation,,16.21,89350.05,0.619,0.136,0.439
2024,1,Energy,Kubernetes,NA,34.13,228478.69,0.76,0.179,0.379
2024,1,Energy,Kubernetes,EU,24.89,173329.4,0.7,0.162,0.47
2024,1,Energy,Kubernetes,APAC,21.71,132538.98,0.701,0.185,0.353
2024,1,Energy,Kubernetes,India,16.05,92468.63,0.521,0.126,0.398
2024,1,Energy,Kubernetes,,19.97,133819.48,0.762,0.177,0.425
2024,1,Retail,Python,NA,35.56,236310.71,0.742,0.129,0.363
2024,1,Retail,Python,EU,27.77,180212.12,0.803,0.149,0.507
2024,1,Retail,Python,APAC,22.4,137694.57,0.665,0.146,0.474
2024,1,Retail,Python,India,15.28,96127.17,0.814,0.138,0.454
2024,1,Retail,Python,,21.33,142372.71,0.698,0.188,0.348
2024,1,Retail,Java,NA,46.59,166970.74,0.8,0.122,0.311
2024,1,Retail,Java,EU,34.72,125691.25,0.653,0.18,0.445
2024,1,Retail,Java,APAC,26.0,95427.47,0.622,0.124,0.506
2024,1,Retail,Java,India,18.92,65678.1,0.744,0.134,0.405
2024,1,Retail,Java,,26.74,96008.55,0.621,0.151,0.476
2024,1,Retail,AWS,NA,49.19,172889.95,0.754,0.132,0.357
2024,1,Retail,AWS,EU,35.81,129199.4,0.624,0.156,0.496
2024,1,Retail,AWS,APAC,29.23,97738.34,0.717,0.128,0.378
2024,1,Retail,AWS,India,20.68,72550.15,0.603,0.144,0.398
2024,1,Retail,AWS,,29.26,101033.29,0.611,0.157,0.373
2024,1,Retail,Azure,NA,52.89,198445.41,0.647,0.122,0.456
2024,1,Retail,Azure,EU,39.39,150478.16,0.605,0.133,0.42
2024,1,Retail,Azure,APAC,30.36,116789.65,0.672,0.188,0.312
2024,1,Retail,Azure,India,23.47,81886.38,0.62,0.125,0.426
2024,1,Retail,Azure,,28.91,116352.2,0.696,0.156,0.464
2024,1,Retail,React,NA,45.68,170631.77,0.797,0.184,0.369
2024,1,Retail,React,EU,34.56,130869.14,0.661,0.181,0.35
2024,1,Retail,React,APAC,29.26,100774.96,0.649,0.123,0.353
2024,1,Retail,React,India,18.63,68290.61,0.652,0.127,0.449
2024,1,Retail,React,,28.81,99397.46,0.573,0.166,0.387
2024,1,Retail,DevOps,NA,44.98,249196.64,0.676,0.173,0.358
2024,1,Retail,DevOps,EU,32.98,185793.97,0.574,0.187,0.426
2024,1,Retail,DevOps,APAC,24.91,144984.75,0.795,0.163,0.438
2024,1,Retail,DevOps,India,19.25,102564.92,0.675,0.143,0.414
2024,1,Retail,DevOps,,25.22,147051.16,0.575,0.148,0.434
2024,1,Retail,DataSci,NA,50.82,168528.37,0.561,0.121,0.335
2024,1,Retail,DataSci,EU,37.66,126748.33,0.786,0.163,0.439
2024,1,Retail,DataSci,APAC,27.2,97109.66,0.76,0.138,0.388
2024,1,Retail,DataSci,India,19.14,71582.33,0.553,0.155,0.451
2024,1,Retail,DataSci,,29.0,100388.89,0.631,0.125,0.477
2024,1,Retail,MLE,NA,52.15,219692.96,0.607,0.143,0.473
2024,1,Retail,MLE,EU,37.07,170820.15,0.671,0.16,0.501
2024,1,Retail,MLE,APAC,30.69,126726.31,0.533,0.172,0.445
2024,1,Retail,MLE,India,20.88,91234.36,0.562,0.131,0.509
2024,1,Retail,MLE,,29.9,132055.16,0.762,0.164,0.484
2024,1,Retail,QA-Automation,NA,28.15,154524.67,0.8,0.141,0.497
2024,1,Retail,QA-Automation,EU,22.3,119294.0,0.786,0.152,0.49
2024,1,Retail,QA-Automation,APAC,17.69,93203.3,0.527,0.182,0.44
2024,1,Retail,QA-Automation,India,14.27,62576.93,0.767,0.183,0.336
2024,1,Retail,QA-Automation,,19.46,89690.96,0.565,0.173,0.335
2024,1,Retail,Kubernetes,NA,34.68,230987.67,0.762,0.173,0.43
2024,1,Retail,Kubernetes,EU,27.09,173983.78,0.625,0.177,0.462
2024,1,Retail,Kubernetes,APAC,21.7,133182.08,0.72,0.167,0.354
2024,1,Retail,Kubernetes,India,15.43,93951.31,0.649,0.19,0.406
2024,1,Retail,Kubernetes,,20.0,138139.38,0.797,0.143,0.372
2024,2,Healthcare,Python,NA,37.44,238073.57,0.585,0.146,0.485
2024,2,Healthcare,Python,EU,29.54,185075.47,0.613,0.137,0.376
2024,2,Healthcare,Python,APAC,20.87,138716.48,0.534,0.167,0.451
2024,2,Healthcare,Python,India,13.14,100579.6,0.54,0.148,0.399
2024,2,Healthcare,Python,,20.02,138685.17,0.781,0.184,0.37
2024,2,Healthcare,Java,NA,45.08,168092.99,0.582,0.136,0.397
2024,2,Healthcare,Java,EU,33.89,127217.91,0.625,0.143,0.316
2024,2,Healthcare,Java,APAC,29.32,96500.59,0.803,0.13,0.507
2024,2,Healthcare,Java,India,20.91,69142.35,0.711,0.177,0.374
2024,2,Healthcare,Java,,26.84,99212.43,0.618,0.122,0.358
2024,2,Healthcare,AWS,NA,46.25,170367.18,0.57,0.151,0.336
2024,2,Healthcare,AWS,EU,37.19,134215.43,0.788,0.141,0.414
2024,2,Healthcare,AWS,APAC,28.81,103823.42,0.666,0.129,0.438
2024,2,Healthcare,AWS,India,20.12,70078.61,0.604,0.154,0.38
2024,2,Healthcare,AWS,,26.67,99322.6,0.585,0.177,0.509
2024,2,Healthcare,Azure,NA,53.1,199621.24,0.764,0.18,0.312
2024,2,Healthcare,Azure,EU,38.55,153579.25,0.651,0.161,0.407
2024,2,Healthcare,Azure,APAC,29.79,115651.83,0.754,0.166,0.372
2024,2,Healthcare,Azure,India,21.32,81826.05,0.619,0.165,0.5
2024,2,Healthcare,Azure,,29.34,113798.78,0.609,0.128,0.457
2024,2,Healthcare,React,NA,46.69,174638.43,0.525,0.129,0.419
2024,2,Healthcare,React,EU,35.28,134922.28,0.548,0.145,0.377
2024,2,Healthcare,React,APAC,30.26,100825.31,0.671,0.164,0.445
2024,2,Healthcare,React,India,19.94,68598.08,0.767,0.167,0.419
2024,2,Healthcare,React,,28.24,103332.31,0.641,0.182,0.454
2024,2,Healthcare,DevOps,NA,44.54,249706.17,0.819,0.142,0.492
2024,2,Healthcare,DevOps,EU,34.02,188149.81,0.667,0.137,0.485
2024,2,Healthcare,DevOps,APAC,25.93,145569.35,0.581,0.139,0.509
2024,2,Healthcare,DevOps,India,17.37,102912.17,0.699,0.19,0.386
2024,2,Healthcare,DevOps,,26.86,147472.71,0.528,0.124,0.486
2024,2,Healthcare,DataSci,NA,51.9,171707.08,0.655,0.127,0.506
2024,2,Healthcare,DataSci,EU,36.41,128591.13,0.801,0.15,0.357
2024,2,Healthcare,DataSci,APAC,27.51,98986.64,0.754,0.163,0.449
2024,2,Healthcare,DataSci,India,20.38,70439.03,0.795,0.148,0.313
2024,2,Healthcare,DataSci,,31.17,97764.13,0.6,0.126,0.461
2024,2,Healthcare,MLE,NA,52.45,219896.79,0.529,0.125,0.363
2024,2,Healthcare,MLE,EU,39.94,171150.97,0.737,0.174,0.499
2024,2,Healthcare,MLE,APAC,28.69,128951.16,0.631,0.152,0.475
2024,2,Healthcare,MLE,India,20.04,93346.51,0.698,0.162,0.509
2024,2,Healthcare,MLE,,29.19,130963.65,0.634,0.137,0.394
2024,2,Healthcare,QA-Automation,NA,28.19,157403.83,0.605,0.126,0.342
2024,2,Healthcare,QA-Automation,EU,22.76,118064.26,0.707,0.177,0.316
2024,2,Healthcare,QA-Automation,APAC,16.0,94504.85,0.622,0.17,0.39
2024,2,Healthcare,QA-Automation,India,13.46,66379.24,0.605,0.15,0.451
2024,2,Healthcare,QA-Automation,,17.65,92218.38,0.605,0.168,0.494
2024,2,Healthcare,Kubernetes,NA,33.83,233842.93,0.698,0.148,0.412
2024,2,Healthcare,Kubernetes,EU,25.82,175100.57,0.729,0.147,0.366
2024,2,Healthcare,Kubernetes,APAC,20.74,135179.92,0.758,0.184,0.355
2024,2,Healthcare,Kubernetes,India,16.36,95694.96,0.674,0.158,0.41
2024,2,Healthcare,Kubernetes,,20.77,137557.01,0.663,0.187,0.501
2024,2,Insurance,Python,NA,35.3,238233.84,0.546,0.188,0.324
2024,2,Insurance,Python,EU,28.27,186379.31,0.774,0.148,0.388
2024,2,Insurance,Python,APAC,22.03,139597.07,0.525,0.135,0.499
2024,2,Insurance,Python,India,13.22,101025.5,0.595,0.133,0.331
2024,2,Insurance,Python,,23.0,143464.31,0.818,0.124,0.446
2024,2,Insurance,Java,NA,47.02,169043.64,0.738,0.163,0.462
2024,2,Insurance,Java,EU,34.92,126400.35,0.561,0.149,0.487
2024,2,Insurance,Java,APAC,29.44,95520.26,0.686,0.167,0.395
2024,2,Insurance,Java,India,17.86,70187.84,0.627,0.146,0.45
2024,2,Insurance,Java,,29.36,97698.37,0.722,0.148,0.373
2024,2,Insurance,AWS,NA,49.73,174741.42,0.78,0.184,0.33
2024,2,Insurance,AWS,EU,34.84,132372.07,0.524,0.174,0.366
2024,2,Insurance,AWS,APAC,26.56,101125.8,0.638,0.13,0.401
2024,2,Insurance,AWS,India,20.17,70727.36,0.786,0.175,0.357
2024,2,Insurance,AWS,,26.43,98263.12,0.648,0.17,0.354
2024,2,Insurance,Azure,NA,51.88,199804.83,0.643,0.162,0.43
2024,2,Insurance,Azure,EU,42.04,148906.16,0.785,0.183,0.435
2024,2,Insurance,Azure,APAC,31.24,116120.91,0.529,0.134,0.405
2024,2,Insurance,Azure,India,21.93,80405.1,0.645,0.157,0.328
2024,2,Insurance,Azure,,30.37,115539.0,0.694,0.124,0.396
2024,2,Insurance,React,NA,48.39,172148.57,0.579,0.158,0.33
2024,2,Insurance,React,EU,37.34,131686.16,0.691,0.162,0.475
2024,2,Insurance,React,APAC,29.21,103042.02,0.521,0.172,0.493
2024,2,Insurance,React,India,18.71,74244.41,0.662,0.129,0.407
2024,2,Insurance,React,,26.89,103931.53,0.551,0.177,0.352
2024,2,Insurance,DevOps,NA,45.44,247046.04,0.794,0.136,0.325
2024,2,Insurance,DevOps,EU,36.86,191715.89,0.582,0.139,0.338
2024,2,Insurance,DevOps,APAC,25.23,149248.78,0.728,0.13,0.496
2024,2,Insurance,DevOps,India,17.4,99935.04,0.757,0.162,0.478
2024,2,Insurance,DevOps,,25.13,147017.43,0.557,0.139,0.315
2024,2,Insurance,DataSci,NA,49.09,170585.46,0.776,0.124,0.376
2024,2,Insurance,DataSci,EU,39.79,130616.01,0.723,0.122,0.506
2024,2,Insurance,DataSci,APAC,31.22,101119.71,0.718,0.174,0.424
2024,2,Insurance,DataSci,India,21.2,70548.85,0.639,0.146,0.453
2024,2,Insurance,DataSci,,30.37,101301.66,0.705,0.125,0.48
2024,2,Insurance,MLE,NA,52.95,225462.55,0.523,0.184,0.396
2024,2,Insurance,MLE,EU,40.74,167899.44,0.542,0.135,0.322
2024,2,Insurance,MLE,APAC,29.88,127899.66,0.675,0.169,0.312
2024,2,Insurance,MLE,India,19.06,89486.55,0.659,0.17,0.368
2024,2,Insurance,MLE,,30.31,129960.85,0.592,0.173,0.437
2024,2,Insurance,QA-Automation,NA,30.4,157355.52,0.789,0.142,0.477
2024,2,Insurance,QA-Automation,EU,21.62,121801.48,0.736,0.133,0.332
2024,2,Insurance,QA-Automation,APAC,17.32,94163.61,0.685,0.166,0.388
2024,2,Insurance,QA-Automation,India,11.94,62046.36,0.664,0.139,0.493
2024,2,Insurance,QA-Automation,,16.76,92234.23,0.684,0.159,0.336
2024,2,Insurance,Kubernetes,NA,36.16,233789.81,0.665,0.128,0.464
2024,2,Insurance,Kubernetes,EU,26.84,174683.55,0.608,0.125,0.45
2024,2,Insurance,Kubernetes,APAC,20.88,136791.59,0.621,0.17,0.506
2024,2,Insurance,Kubernetes,India,14.9,92661.27,0.678,0.128,0.468
2024,2,Insurance,Kubernetes,,20.93,134450.08,0.723,0.122,0.323
2024,2,FinTech,Python,NA,35.35,239683.74,0.783,0.159,0.451
2024,2,FinTech,Python,EU,28.17,185214.18,0.751,0.149,0.502
2024,2,FinTech,Python,APAC,20.68,140687.21,0.797,0.146,0.354
2024,2,FinTech,Python,India,13.43,97111.26,0.632,0.148,0.317
2024,2,FinTech,Python,,20.2,140668.34,0.756,0.164,0.492
2024,2,FinTech,Java,NA,46.79,167454.17,0.677,0.159,0.375
2024,2,FinTech,Java,EU,36.29,125308.97,0.807,0.166,0.391
2024,2,FinTech,Java,APAC,28.1,99300.13,0.632,0.135,0.442
2024,2,FinTech,Java,India,18.4,68643.28,0.66,0.181,0.488
2024,2,FinTech,Java,,29.37,97337.12,0.713,0.163,0.466
2024,2,FinTech,AWS,NA,46.75,174380.2,0.775,0.148,0.394
2024,2,FinTech,AWS,EU,34.6,133568.64,0.603,0.162,0.47
2024,2,FinTech,AWS,APAC,28.06,100096.93,0.524,0.127,0.377
2024,2,FinTech,AWS,India,19.18,72972.49,0.617,0.135,0.455
2024,2,FinTech,AWS,,28.12,101100.66,0.594,0.125,0.42
2024,2,FinTech,Azure,NA,54.53,197612.69,0.794,0.179,0.395
2024,2,FinTech,Azure,EU,38.88,150779.01,0.627,0.18,0.416
2024,2,FinTech,Azure,APAC,30.33,114091.15,0.674,0.171,0.499
2024,2,FinTech,Azure,India,19.76,79139.7,0.537,0.136,0.341
2024,2,FinTech,Azure,,32.43,114080.64,0.582,0.188,0.338
2024,2,FinTech,React,NA,49.55,170816.21,0.625,0.149,0.461
2024,2,FinTech,React,EU,37.8,132115.54,0.569,0.179,0.435
2024,2,FinTech,React,APAC,28.02,101125.58,0.69,0.164,0.342
2024,2,FinTech,React,India,20.83,68786.5,0.761,0.161,0.441
2024,2,FinTech,React,,27.41,104199.81,0.552,0.188,0.448
2024,2,FinTech,DevOps,NA,44.43,250555.08,0.802,0.175,0.337
2024,2,FinTech,DevOps,EU,35.94,192489.2,0.669,0.179,0.364
2024,2,FinTech,DevOps,APAC,28.27,145358.65,0.778,0.18,0.415
2024,2,FinTech,DevOps,India,17.66,104875.43,0.803,0.172,0.425
2024,2,FinTech,DevOps,,26.11,148492.88,0.575,0.174,0.478
2024,2,FinTech,DataSci,NA,49.67,169826.93,0.588,0.147,0.471
2024,2,FinTech,DataSci,EU,37.16,128493.38,0.54,0.167,0.43
2024,2,FinTech,DataSci,APAC,30.96,98443.17,0.568,0.129,0.488
2024,2,FinTech,DataSci,India,19.44,69467.28,0.548,0.174,0.506
2024,2,FinTech,DataSci,,28.45,97785.51,0.669,0.136,0.355
2024,2,FinTech,MLE,NA,49.33,222988.04,0.773,0.126,0.337
2024,2,FinTech,MLE,EU,39.09,169858.98,0.7,0.157,0.391
2024,2,FinTech,MLE,APAC,29.22,129453.21,0.769,0.155,0.399
2024,2,FinTech,MLE,India,22.34,88868.88,0.686,0.12,0.412
2024,2,FinTech,MLE,,31.15,131430.07,0.773,0.132,0.45
2024,2,FinTech,QA-Automation,NA,30.21,155900.77,0.794,0.153,0.333
2024,2,FinTech,QA-Automation,EU,24.92,123092.49,0.65,0.131,0.45
2024,2,FinTech,QA-Automation,APAC,18.17,92357.11,0.542,0.186,0.337
2024,2,FinTech,QA-Automation,India,10.49,66047.71,0.792,0.152,0.506
2024,2,FinTech,QA-Automation,,18.52,95593.79,0.696,0.166,0.465
2024,2,FinTech,Kubernetes,NA,33.29,230637.07,0.582,0.187,0.347
2024,2,FinTech,Kubernetes,EU,25.78,177540.62,0.727,0.18,0.318
2024,2,FinTech,Kubernetes,APAC,20.18,138083.89,0.667,0.183,0.503
2024,2,FinTech,Kubernetes,India,14.64,94799.96,0.625,0.173,0.374
2024,2,FinTech,Kubernetes,,21.61,135533.39,0.56,0.137,0.352
2024,2,Manufacturing,Python,NA,34.17,241993.7,0.697,0.123,0.467
2024,2,Manufacturing,Python,EU,27.5,183307.06,0.547,0.135,0.335
2024,2,Manufacturing,Python,APAC,20.57,141599.34,0.708,0.152,0.332
2024,2,Manufacturing,Python,India,14.77,98346.33,0.595,0.165,0.431
2024,2,Manufacturing,Python,,22.19,143313.95,0.6,0.178,0.355
2024,2,Manufacturing,Java,NA,48.6,168122.66,0.608,0.147,0.425
2024,2,Manufacturing,Java,EU,36.21,129389.15,0.64,0.162,0.409
2024,2,Manufacturing,Java,APAC,27.59,96282.37,0.619,0.175,0.328
2024,2,Manufacturing,Java,India,18.92,68878.45,0.57,0.169,0.455
2024,2,Manufacturing,Java,,27.21,95599.25,0.613,0.159,0.346
2024,2,Manufacturing,AWS,NA,46.78,169423.62,0.574,0.163,0.473
2024,2,Manufacturing,AWS,EU,38.08,132897.36,0.732,0.165,0.466
2024,2,Manufacturing,AWS,APAC,27.16,101998.63,0.625,0.178,0.38
2024,2,Manufacturing,AWS,India,19.17,69158.64,0.724,0.161,0.507
2024,2,Manufacturing,AWS,,29.16,102610.08,0.594,0.163,0.485
2024,2,Manufacturing,Azure,NA,52.28,200689.0,0.777,0.143,0.345
2024,2,Manufacturing,Azure,EU,42.11,151028.72,0.724,0.146,0.474
2024,2,Manufacturing,Azure,APAC,31.38,118035.64,0.793,0.148,0.392
2024,2,Manufacturing,Azure,India,23.04,80445.8,0.809,0.125,0.47
2024,2,Manufacturing,Azure,,32.04,117151.32,0.758,0.156,0.395
2024,2,Manufacturing,React,NA,49.74,176429.6,0.615,0.127,0.49
2024,2,Manufacturing,React,EU,36.95,130046.52,0.739,0.134,0.488
2024,2,Manufacturing,React,APAC,28.04,105032.03,0.73,0.147,0.489
2024,2,Manufacturing,React,India,21.38,68682.25,0.701,0.134,0.363
2024,2,Manufacturing,React,,27.29,100698.21,0.567,0.154,0.434
2024,2,Manufacturing,DevOps,NA,46.59,246432.29,0.651,0.172,0.326
2024,2,Manufacturing,DevOps,EU,36.02,190474.82,0.572,0.145,0.325
2024,2,Manufacturing,DevOps,APAC,27.12,145879.96,0.778,0.185,0.474
2024,2,Manufacturing,DevOps,India,17.15,101528.48,0.815,0.14,0.361
2024,2,Manufacturing,DevOps,,26.9,146251.61,0.632,0.15,0.394
2024,2,Manufacturing,DataSci,NA,48.85,166477.55,0.765,0.184,0.439
2024,2,Manufacturing,DataSci,EU,37.66,128048.69,0.587,0.166,0.449
2024,2,Manufacturing,DataSci,APAC,27.39,96534.73,0.746,0.164,0.346
2024,2,Manufacturing,DataSci,India,20.98,68569.67,0.608,0.164,0.491
2024,2,Manufacturing,DataSci,,27.37,96933.63,0.681,0.164,0.31
2024,2,Manufacturing,MLE,NA,50.23,224501.52,0.794,0.164,0.442
2024,2,Manufacturing,MLE,EU,37.96,170351.88,0.578,0.145,0.466
2024,2,Manufacturing,MLE,APAC,30.75,128693.04,0.53,0.169,0.401
2024,2,Manufacturing,MLE,India,20.87,90334.23,0.761,0.184,0.335
2024,2,Manufacturing,MLE,,28.99,130178.16,0.743,0.146,0.31
2024,2,Manufacturing,QA-Automation,NA,28.62,156268.25,0.66,0.159,0.427
2024,2,Manufacturing,QA-Automation,EU,24.42,119792.48,0.642,0.137,0.465
2024,2,Manufacturing,QA-Automation,APAC,18.57,91816.95,0.689,0.134,0.49
2024,2,Manufacturing,QA-Automation,India,12.81,64735.59,0.607,0.179,0.395
2024,2,Manufacturing,QA-Automation,,18.85,91669.76,0.725,0.148,0.367
2024,2,Manufacturing,Kubernetes,NA,33.99,230205.17,0.738,0.143,0.396
2024,2,Manufacturing,Kubernetes,EU,25.19,180046.82,0.582,0.139,0.37
2024,2,Manufacturing,Kubernetes,APAC,18.61,133609.7,0.732,0.143,0.379
2024,2,Manufacturing,Kubernetes,India,15.62,93172.79,0.627,0.139,0.387
2024,2,Manufacturing,Kubernetes,,21.41,136989.69,0.82,0.18,0.422
2024,2,Public Sector,Python,NA,35.85,239261.35,0.692,0.147,0.339
2024,2,Public Sector,Python,EU,29.35,184842.77,0.751,0.179,0.336
2024,2,Public Sector,Python,APAC,21.06,138239.04,0.718,0.121,0.429
2024,2,Public Sector,Python,India,12.94,96438.32,0.625,0.146,0.461
2024,2,Public Sector,Python,,19.96,142227.95,0.685,0.148,0.5
2024,2,Public Sector,Java,NA,46.77,164507.43,0.762,0.128,0.354
2024,2,Public Sector,Java,EU,36.73,128624.44,0.752,0.167,0.367
2024,2,Public Sector,Java,APAC,29.53,96664.31,0.616,0.182,0.319
2024,2,Public Sector,Java,India,20.26,68071.14,0.716,0.134,0.366
2024,2,Public Sector,Java,,29.2,99977.4,0.708,0.128,0.497
2024,2,Public Sector,AWS,NA,49.64,170454.58,0.696,0.121,0.348
2024,2,Public Sector,AWS,EU,34.89,128956.8,0.685,0.145,0.383
2024,2,Public Sector,AWS,APAC,29.48,98408.94,0.691,0.189,0.394
2024,2,Public Sector,AWS,India,17.8,72259.24,0.55,0.162,0.32
2024,2,Public Sector,AWS,,27.88,101887.24,0.722,0.179,0.398
2024,2,Public Sector,Azure,NA,54.34,197049.26,0.677,0.18,0.47
2024,2,Public Sector,Azure,EU,42.07,152610.42,0.731,0.154,0.417
2024,2,Public Sector,Azure,APAC,31.42,118479.37,0.734,0.184,0.476
2024,2,Public Sector,Azure,India,23.08,83126.5,0.734,0.185,0.468
2024,2,Public Sector,Azure,,30.42,117741.6,0.77,0.146,0.357
2024,2,Public Sector,React,NA,49.93,174582.89,0.523,0.151,0.502
2024,2,Public Sector,React,EU,37.35,131177.14,0.526,0.14,0.453
2024,2,Public Sector,React,APAC,26.77,102197.73,0.756,0.155,0.42
2024,2,Public Sector,React,India,20.97,72021.8,0.723,0.146,0.395
2024,2,Public Sector,React,,28.62,102916.2,0.794,0.131,0.473
2024,2,Public Sector,DevOps,NA,44.36,249125.26,0.654,0.134,0.407
2024,2,Public Sector,DevOps,EU,34.27,188701.28,0.59,0.142,0.447
2024,2,Public Sector,DevOps,APAC,27.94,146939.91,0.759,0.175,0.483
2024,2,Public Sector,DevOps,India,18.31,101009.61,0.539,0.17,0.444
2024,2,Public Sector,DevOps,,28.69,144297.0,0.808,0.172,0.494
2024,2,Public Sector,DataSci,NA,51.17,167353.45,0.782,0.158,0.461
2024,2,Public Sector,DataSci,EU,39.29,127281.73,0.557,0.179,0.433
2024,2,Public Sector,DataSci,APAC,28.1,101120.16,0.688,0.175,0.437
2024,2,Public Sector,DataSci,India,20.48,71900.68,0.752,0.154,0.485
2024,2,Public Sector,DataSci,,27.43,99971.27,0.536,0.174,0.498
2024,2,Public Sector,MLE,NA,51.45,223957.73,0.691,0.137,0.401
2024,2,Public Sector,MLE,EU,39.17,169795.36,0.524,0.147,0.343
2024,2,Public Sector,MLE,APAC,31.15,129942.97,0.754,0.182,0.443
2024,2,Public Sector,MLE,India,20.92,93849.24,0.804,0.144,0.442
2024,2,Public Sector,MLE,,31.33,132796.79,0.639,0.144,0.341
2024,2,Public Sector,QA-Automation,NA,30.35,157010.52,0.582,0.138,0.415
2024,2,Public Sector,QA-Automation,EU,24.93,119043.68,0.766,0.152,0.398
2024,2,Public Sector,QA-Automation,APAC,19.46,94541.79,0.816,0.163,0.351
2024,2,Public Sector,QA-Automation,India,12.18,64023.39,0.549,0.166,0.393
2024,2,Public Sector,QA-Automation,,18.59,95812.94,0.784,0.162,0.493
2024,2,Public Sector,Kubernetes,NA,33.87,234351.2,0.618,0.164,0.409
2024,2,Public Sector,Kubernetes,EU,25.46,179679.79,0.62,0.166,0.486
2024,2,Public Sector,Kubernetes,APAC,21.61,137766.71,0.802,0.189,0.351
2024,2,Public Sector,Kubernetes,India,12.46,94761.44,0.638,0.172,0.332
2024,2,Public Sector,Kubernetes,,19.27,137899.51,0.585,0.13,0.483
2024,2,Energy,Python,NA,37.2,239789.5,0.575,0.167,0.488
2024,2,Energy,Python,EU,26.33,185920.74,0.701,0.168,0.448
2024,2,Energy,Python,APAC,20.01,142866.84,0.628,0.182,0.47
2024,2,Energy,Python,India,15.76,99875.8,0.818,0.141,0.317
2024,2,Energy,Python,,20.44,141631.53,0.56,0.147,0.311
2024,2,Energy,Java,NA,45.16,169346.91,0.71,0.138,0.434
2024,2,Energy,Java,EU,34.77,129529.13,0.556,0.126,0.506
2024,2,Energy,Java,APAC,25.92,96010.0,0.523,0.159,0.432
2024,2,Energy,Java,India,17.78,68636.62,0.776,0.143,0.406
2024,2,Energy,Java,,27.55,98556.74,0.596,0.178,0.419
2024,2,Energy,AWS,NA,48.37,172356.08,0.554,0.143,0.508
2024,2,Energy,AWS,EU,37.3,131587.96,0.618,0.171,0.487
2024,2,Energy,AWS,APAC,28.29,100250.77,0.819,0.134,0.403
2024,2,Energy,AWS,India,19.12,70422.18,0.54,0.184,0.432
2024,2,Energy,AWS,,26.19,101548.95,0.565,0.126,0.443
2024,2,Energy,Azure,NA,53.49,199173.58,0.679,0.189,0.413
2024,2,Energy,Azure,EU,39.26,152101.53,0.559,0.141,0.319
2024,2,Energy,Azure,APAC,31.89,117273.72,0.77,0.178,0.334
2024,2,Energy,Azure,India,21.89,82028.5,0.539,0.172,0.452
2024,2,Energy,Azure,,32.09,114852.11,0.595,0.172,0.405
2024,2,Energy,React,NA,46.51,174135.47,0.733,0.123,0.407
2024,2,Energy,React,EU,37.52,133352.61,0.678,0.168,0.345
2024,2,Energy,React,APAC,29.78,103713.32,0.774,0.142,0.503
2024,2,Energy,React,India,19.81,70508.28,0.756,0.177,0.492
2024,2,Energy,React,,27.74,101317.53,0.559,0.158,0.369
2024,2,Energy,DevOps,NA,46.4,248453.24,0.76,0.155,0.395
2024,2,Energy,DevOps,EU,37.11,188485.78,0.59,0.127,0.377
2024,2,Energy,DevOps,APAC,27.76,145778.19,0.763,0.168,0.364
2024,2,Energy,DevOps,India,19.79,103393.76,0.734,0.181,0.46
2024,2,Energy,DevOps,,28.34,144150.83,0.744,0.18,0.463
